Year,Demand (in millions),Injector Type,Material Type,Volume Produced,Reusable,Recyclable,Usage Frequency,Efficacy rate,Carbon Footprint,Recyclable Type
2011,59.98107194,Autoinjector,Recyclable Plastic,852303.045,0,TRUE,'Daily',1,674230.4527,Recyclable
2018,131.2148813,Pen,Type2 Plastic,1258136.678,0,FALSE,'Weekly',1,1843824.503,Non-Recyclable
2020,264.4408338,Pen,Recyclable Plastic,316565.0518,0,TRUE,'Yearly',1,220983.2852,Recyclable
2018,164.0094933,Autoinjector,Recyclable Plastic,330975.4303,0,TRUE,'Weekly',1,258820.1078,Recyclable
2013,71.54336938,Pen,Type1 Plastic,810578.2868,1,FALSE,'Weekly',1,1153543.355,Non-Recyclable
2022,335.1374449,Autoinjector,Type2 Plastic,386956.05,0,FALSE,'Daily',1,479313.6169,Non-Recyclable
2021,201.4171916,Pen,Recyclable Plastic,518595.6736,0,TRUE,'Monthly',1,377861.4943,Recyclable
2022,381.2966637,Autoinjector,Recyclable Plastic,59031.93679,0,TRUE,'Weekly',1,42876.57027,Recyclable
2021,146.084333,Patch Injector,Type2 Plastic,1149082.196,1,FALSE,'Daily',1,1581176.874,Non-Recyclable
2010,50,Pen,Type2 Plastic,31409,1,FALSE,'Weekly',1,44120.17627,Non-Recyclable
2017,64.74576962,Pen,Type2 Plastic,45975.35608,0,FALSE,'Yearly',0,63370.05494,Non-Recyclable
2010,50,Pen,Type1 Plastic,193272,1,FALSE,'Weekly',1,260882.1337,Non-Recyclable
2010,50,Autoinjector,Type2 Plastic,861869,0,FALSE,'Weekly',1,1265109.891,Non-Recyclable
2012,63.14244596,Patch Injector,Type2 Plastic,1059447.71,0,FALSE,'Daily',1,1437448.949,Non-Recyclable
2022,121.9086012,Autoinjector,Type1 Plastic,42152.82889,1,FALSE,'Daily',1,63683.14078,Non-Recyclable
2016,137.5459201,Patch Injector,Type2 Plastic,480662.9098,0,FALSE,'Weekly',1,639535.1358,Non-Recyclable
2014,67.88559274,Patch Injector,Type1 Plastic,662192.4612,1,FALSE,'Weekly',1,853928.5189,Non-Recyclable
2010,50,Pen,Type1 Plastic,128527,0,FALSE,'Monthly',1,180406.0266,Non-Recyclable
2019,163.0422572,Pen,Recyclable Plastic,155201.8321,0,TRUE,'Monthly',1,126378.9683,Recyclable
2014,54.49358274,Pen,Type1 Plastic,942483.2256,0,FALSE,'Monthly',0,1291970.892,Non-Recyclable
2029,554.5569132,Patch Injector,Recyclable Plastic,2262732.41,0,TRUE,'Weekly',1,1445559.424,Recyclable
2021,59.90134117,Autoinjector,Type2 Plastic,845144.5406,0,FALSE,'Monthly',1,1132334.957,Non-Recyclable
2022,283.8886143,Autoinjector,Type1 Plastic,568135.5429,0,FALSE,'Weekly',1,824773.7361,Non-Recyclable
2018,54.49284504,Pen,Recyclable Plastic,113645.7484,0,TRUE,'Monthly',1,75306.49378,Recyclable
2029,426.0114554,Pen,Recyclable Plastic,1821326.432,1,TRUE,'Monthly',1,1259723.159,Recyclable
2028,278.820806,Pen,Recyclable Plastic,134703.9539,0,TRUE,'Monthly',1,85301.47504,Recyclable
2020,73.84100437,Patch Injector,Type2 Plastic,1158192.171,0,FALSE,'Weekly',1,1664935.369,Non-Recyclable
2022,147.0778904,Autoinjector,Recyclable Plastic,994232.5364,1,TRUE,'Weekly',1,666949.9264,Recyclable
2022,207.9940082,Patch Injector,Type2 Plastic,884814.2664,0,FALSE,'Monthly',1,1167674.875,Non-Recyclable
2028,226.7784116,Autoinjector,Recyclable Plastic,2133481.036,0,TRUE,'Weekly',1,1558350.971,Recyclable
2017,139.8270583,Patch Injector,Recyclable Plastic,864100.993,0,TRUE,'Monthly',1,601260.9322,Recyclable
2017,75.66878564,Autoinjector,Type1 Plastic,794156.7775,0,FALSE,'Daily',0,1022698.024,Non-Recyclable
2010,50,Pen,Recyclable Plastic,288991,0,TRUE,'Monthly',1,205921.6367,Recyclable
2028,682.9189279,Patch Injector,Recyclable Plastic,1618472.622,0,TRUE,'Yearly',1,1163736.833,Recyclable
2016,97.79783843,Autoinjector,Type1 Plastic,650195.0397,0,FALSE,'Monthly',1,924891.0721,Non-Recyclable
2029,497.042739,Patch Injector,Type2 Plastic,1617752.381,0,FALSE,'Daily',1,2105389.16,Non-Recyclable
2023,258.3242017,Patch Injector,Type1 Plastic,488853.2046,1,FALSE,'Monthly',1,642386.8106,Non-Recyclable
2010,50,Autoinjector,Type1 Plastic,255495,1,FALSE,'Daily',1,332733.7491,Non-Recyclable
2025,237.5335689,Patch Injector,Type2 Plastic,1592894.209,0,FALSE,'Monthly',0,2214572.416,Non-Recyclable
2024,77.44533412,Pen,Recyclable Plastic,1530258.385,0,TRUE,'Weekly',1,1097512.958,Recyclable
2016,54.32016395,Autoinjector,Type1 Plastic,991492.6754,0,FALSE,'Monthly',1,1421786.457,Non-Recyclable
2026,142.8217029,Pen,Type2 Plastic,568933.1715,1,FALSE,'Monthly',1,889994.3075,Non-Recyclable
2012,68.63701362,Autoinjector,Type1 Plastic,106801.137,0,FALSE,'Yearly',0,126125.6926,Non-Recyclable
2016,79.750766,Patch Injector,Recyclable Plastic,1099397.949,0,TRUE,'Monthly',1,827036.4771,Recyclable
2018,87.74037702,Patch Injector,Type2 Plastic,1381290.592,0,FALSE,'Yearly',1,1814071.008,Non-Recyclable
2024,73.06183759,Autoinjector,Recyclable Plastic,824389.578,0,TRUE,'Daily',1,650706.4159,Recyclable
2012,58.2815216,Autoinjector,Type1 Plastic,27096.41632,1,FALSE,'Weekly',1,38678.10547,Non-Recyclable
2029,84.49059383,Pen,Recyclable Plastic,519587.0547,0,TRUE,'Monthly',0,355400.1113,Recyclable
2015,61.9301637,Autoinjector,Type2 Plastic,230908.7898,0,FALSE,'Yearly',1,348905.3157,Non-Recyclable
2029,285.5143306,Patch Injector,Recyclable Plastic,1987379.289,0,TRUE,'Monthly',1,1623113.375,Recyclable
2011,57.93855136,Pen,Type1 Plastic,710029.43,0,FALSE,'Yearly',1,1056706.835,Non-Recyclable
2020,112.6819882,Autoinjector,Recyclable Plastic,1406634.666,0,TRUE,'Weekly',0,1095715.788,Recyclable
2020,262.2883299,Pen,Type1 Plastic,1546846.063,0,FALSE,'Monthly',1,2214968.678,Non-Recyclable
2023,527.7538805,Autoinjector,Type2 Plastic,486643.2761,0,FALSE,'Yearly',0,620103.7912,Non-Recyclable
2028,932.1040402,Autoinjector,Recyclable Plastic,904067.2848,1,TRUE,'Monthly',0,583905.5403,Recyclable
2016,81.04132885,Autoinjector,Recyclable Plastic,481993.8197,0,TRUE,'Monthly',1,302465.0799,Recyclable
2017,104.165668,Pen,Type2 Plastic,559055.6486,0,FALSE,'Weekly',1,662216.6233,Non-Recyclable
2029,356.568067,Pen,Type2 Plastic,142898.0947,0,FALSE,'Daily',0,195968.7957,Non-Recyclable
2016,119.7340624,Pen,Type2 Plastic,760958.7746,1,FALSE,'Monthly',1,1112681.822,Non-Recyclable
2025,548.7290721,Autoinjector,Type2 Plastic,1084497.446,0,FALSE,'Daily',1,1567287.22,Non-Recyclable
2019,186.6409402,Pen,Type2 Plastic,726294.8197,0,FALSE,'Yearly',1,1079038.006,Non-Recyclable
2011,57.23167556,Patch Injector,Recyclable Plastic,218971.39,0,TRUE,'Weekly',1,162473.8068,Recyclable
2020,98.20501161,Autoinjector,Type2 Plastic,1486169.995,0,FALSE,'Monthly',0,1839477.678,Non-Recyclable
2022,86.70397064,Autoinjector,Type1 Plastic,1241088.43,0,FALSE,'Weekly',1,1740760.092,Non-Recyclable
2020,71.5650137,Autoinjector,Type2 Plastic,1251396.737,0,FALSE,'Weekly',1,1573954.274,Non-Recyclable
2021,166.7345893,Pen,Recyclable Plastic,754287.49,0,TRUE,'Monthly',1,527034.1838,Recyclable
2012,52.14230797,Pen,Recyclable Plastic,792816.7021,0,TRUE,'Daily',1,557631.1089,Recyclable
2028,93.94556927,Pen,Type1 Plastic,1409579.24,0,FALSE,'Daily',1,2006286.252,Non-Recyclable
2012,65.99806813,Autoinjector,Type1 Plastic,337371.2955,1,FALSE,'Monthly',1,460236.1962,Non-Recyclable
2025,166.9149014,Patch Injector,Type2 Plastic,1119808.609,1,FALSE,'Monthly',1,1559745.657,Non-Recyclable
2012,67.90065363,Pen,Type1 Plastic,270873.5252,0,FALSE,'Yearly',1,360059.0656,Non-Recyclable
2022,69.44134277,Autoinjector,Recyclable Plastic,1538771.585,1,TRUE,'Daily',1,1025458.412,Recyclable
2015,52.86021002,Patch Injector,Type2 Plastic,29784.99449,0,FALSE,'Weekly',1,37347.28004,Non-Recyclable
2025,108.803236,Pen,Type1 Plastic,1487889.654,0,FALSE,'Weekly',1,2386468.196,Non-Recyclable
2025,102.388523,Pen,Recyclable Plastic,742985.8944,1,TRUE,'Monthly',1,492203.6866,Recyclable
2026,546.6293107,Pen,Type2 Plastic,65079.87152,0,FALSE,'Yearly',1,87629.04355,Non-Recyclable
2019,61.255842,Patch Injector,Type1 Plastic,49842.14491,0,FALSE,'Monthly',1,61619.07686,Non-Recyclable
2030,423.0085609,Pen,Type2 Plastic,2074913.338,0,FALSE,'Weekly',1,2711288.287,Non-Recyclable
2010,50,Pen,Recyclable Plastic,513038,0,TRUE,'Daily',0,370749.2427,Recyclable
2026,165.6109874,Autoinjector,Type1 Plastic,1457334.089,0,FALSE,'Monthly',1,2143843.907,Non-Recyclable
2016,130.3492715,Patch Injector,Type1 Plastic,706077.6261,0,FALSE,'Monthly',1,960464.7158,Non-Recyclable
2011,54.91273632,Autoinjector,Type2 Plastic,492370.56,1,FALSE,'Monthly',1,646691.65,Non-Recyclable
2016,74.98195116,Autoinjector,Type1 Plastic,1289823.541,0,FALSE,'Monthly',1,1810124.307,Non-Recyclable
2021,339.7304469,Pen,Type2 Plastic,1336781.379,0,FALSE,'Yearly',1,1869480.184,Non-Recyclable
2012,70.09241691,Pen,Recyclable Plastic,1047020.466,0,TRUE,'Monthly',1,753726.6737,Recyclable
2010,50,Patch Injector,Type2 Plastic,738676,1,FALSE,'Monthly',1,1042761.617,Non-Recyclable
2019,51.96090375,Patch Injector,Type2 Plastic,1136773.617,0,FALSE,'Weekly',1,1698337.722,Non-Recyclable
2014,89.59448339,Pen,Type2 Plastic,1044366.052,0,FALSE,'Weekly',1,1255506.607,Non-Recyclable
2023,113.564842,Pen,Recyclable Plastic,1096587.096,0,TRUE,'Monthly',1,731604.1734,Recyclable
2019,89.31783064,Pen,Type2 Plastic,1056650.797,1,FALSE,'Monthly',1,1378433.48,Non-Recyclable
2018,193.2517912,Autoinjector,Type2 Plastic,624283.6817,0,FALSE,'Monthly',1,802752.6283,Non-Recyclable
2026,102.2905888,Autoinjector,Type1 Plastic,898518.8353,1,FALSE,'Monthly',1,1167279.127,Non-Recyclable
2011,50.65689588,Autoinjector,Recyclable Plastic,261786.085,0,TRUE,'Weekly',1,180025.9263,Recyclable
2029,437.9559271,Pen,Type2 Plastic,283421.4012,1,FALSE,'Daily',1,347632.4814,Non-Recyclable
2025,397.52329,Autoinjector,Type1 Plastic,518978.8869,1,FALSE,'Weekly',1,650729.4289,Non-Recyclable
2013,80.0796293,Autoinjector,Type1 Plastic,16521.80316,0,FALSE,'Weekly',1,23737.08842,Non-Recyclable
2023,255.485509,Pen,Type2 Plastic,642874.7675,0,FALSE,'Daily',1,825494.5467,Non-Recyclable
2029,156.8190001,Patch Injector,Type1 Plastic,177968.34,0,FALSE,'Yearly',1,246364.5853,Non-Recyclable
2029,513.0646351,Autoinjector,Type2 Plastic,2182460.413,0,FALSE,'Daily',1,3019719.689,Non-Recyclable
2026,839.7699353,Autoinjector,Type2 Plastic,714835.0438,0,FALSE,'Weekly',1,1017348.986,Non-Recyclable
2023,79.48199472,Pen,Type2 Plastic,1525238.799,0,FALSE,'Monthly',1,2279008.49,Non-Recyclable
2014,75.2675319,Pen,Recyclable Plastic,705899.4605,0,TRUE,'Weekly',1,505416.4794,Recyclable
2012,60.38273658,Patch Injector,Type1 Plastic,530773.2911,0,FALSE,'Yearly',1,825029.6101,Non-Recyclable
2010,50,Autoinjector,Type2 Plastic,301577,0,FALSE,'Monthly',1,463063.7624,Non-Recyclable
2012,51.57453306,Patch Injector,Recyclable Plastic,106827.3456,0,TRUE,'Weekly',1,86776.343,Recyclable
2021,82.01603568,Autoinjector,Type1 Plastic,1109495.942,0,FALSE,'Yearly',1,1470494.779,Non-Recyclable
2020,63.08186214,Pen,Recyclable Plastic,1010824.691,0,TRUE,'Weekly',0,660252.4777,Recyclable
2013,62.57220396,Patch Injector,Recyclable Plastic,580587.6659,1,TRUE,'Monthly',1,390190.8287,Recyclable
2014,59.56228088,Patch Injector,Recyclable Plastic,460990.7229,1,TRUE,'Monthly',1,292771.6597,Recyclable
2014,50.45386886,Pen,Type1 Plastic,626723.3805,0,FALSE,'Yearly',1,827195.3331,Non-Recyclable
2013,76.37651592,Autoinjector,Recyclable Plastic,389570.1506,0,TRUE,'Weekly',1,236801.3986,Recyclable
2022,199.6602534,Patch Injector,Type2 Plastic,1538851.292,0,FALSE,'Monthly',0,2370151.592,Non-Recyclable
2022,379.7413174,Autoinjector,Recyclable Plastic,727316.0618,0,TRUE,'Monthly',1,548956.2291,Recyclable
2015,64.02307366,Autoinjector,Type2 Plastic,891921.075,0,FALSE,'Monthly',1,1100336.346,Non-Recyclable
2012,50.98531183,Pen,Type2 Plastic,891345.7498,1,FALSE,'Daily',1,1241326.464,Non-Recyclable
2015,102.873472,Autoinjector,Recyclable Plastic,800914.9004,0,TRUE,'Monthly',1,587198.0558,Recyclable
2029,264.193008,Patch Injector,Type2 Plastic,1130551.53,1,FALSE,'Daily',1,1719411.86,Non-Recyclable
2012,64.02090583,Patch Injector,Type1 Plastic,460760.2923,0,FALSE,'Weekly',0,600580.6013,Non-Recyclable
2017,53.79719375,Autoinjector,Type1 Plastic,1247446.245,0,FALSE,'Yearly',1,1904157.064,Non-Recyclable
2015,78.76363967,Autoinjector,Type1 Plastic,119371.7678,0,FALSE,'Monthly',1,162026.2448,Non-Recyclable
2019,82.91637239,Pen,Type1 Plastic,35484.97976,0,FALSE,'Weekly',1,46713.66825,Non-Recyclable
2012,68.32425399,Autoinjector,Type2 Plastic,573822.0086,0,FALSE,'Weekly',1,987910.2138,Non-Recyclable
2015,116.6749134,Autoinjector,Type2 Plastic,249420.8225,1,FALSE,'Weekly',1,373888.1264,Non-Recyclable
2019,207.6850503,Pen,Recyclable Plastic,1104831.488,0,TRUE,'Monthly',1,834499.5293,Recyclable
2029,120.3789795,Pen,Type1 Plastic,1702983.971,0,FALSE,'Monthly',0,2443452.95,Non-Recyclable
2016,142.4940831,Patch Injector,Type1 Plastic,159171.3483,0,FALSE,'Monthly',1,206003.797,Non-Recyclable
2015,71.01313501,Patch Injector,Type2 Plastic,332514.9879,0,FALSE,'Yearly',1,457501.8903,Non-Recyclable
2011,55.77230371,Pen,Type1 Plastic,1008971.535,1,FALSE,'Weekly',1,1504250.329,Non-Recyclable
2025,86.4806561,Autoinjector,Type1 Plastic,1161281.712,0,FALSE,'Monthly',1,1606317.786,Non-Recyclable
2022,169.8805824,Patch Injector,Recyclable Plastic,221895.9102,0,TRUE,'Monthly',1,165305.9886,Recyclable
2017,118.3751144,Patch Injector,Type1 Plastic,232563.1217,0,FALSE,'Monthly',1,321527.774,Non-Recyclable
2017,110.5393131,Patch Injector,Recyclable Plastic,805684.6381,0,TRUE,'Daily',1,635663.9476,Recyclable
2016,113.9993533,Pen,Type2 Plastic,370860.2429,0,FALSE,'Monthly',0,475293.4236,Non-Recyclable
2020,113.4359218,Patch Injector,Recyclable Plastic,732419.2035,1,TRUE,'Monthly',1,482005.7693,Recyclable
2024,91.57124741,Patch Injector,Type1 Plastic,536497.3321,1,FALSE,'Weekly',1,620581.6284,Non-Recyclable
2012,59.93928673,Autoinjector,Type2 Plastic,139745.3472,0,FALSE,'Yearly',1,209876.3877,Non-Recyclable
2015,116.8569429,Autoinjector,Type2 Plastic,811088.7298,1,FALSE,'Monthly',1,1171896.9,Non-Recyclable
2026,57.66011594,Autoinjector,Recyclable Plastic,314328.9034,0,TRUE,'Yearly',1,242422.3017,Recyclable
2016,148.4762589,Autoinjector,Recyclable Plastic,1035986.997,1,TRUE,'Weekly',1,676179.8754,Recyclable
2013,56.40339549,Pen,Type2 Plastic,853552.3207,0,FALSE,'Monthly',1,1180082.786,Non-Recyclable
2030,1372.025475,Pen,Type1 Plastic,165255.4684,0,FALSE,'Yearly',1,210422.8149,Non-Recyclable
2025,329.3879023,Pen,Recyclable Plastic,1151676.905,0,TRUE,'Yearly',0,781364.9865,Recyclable
2018,70.63409172,Autoinjector,Type1 Plastic,97982.73222,1,FALSE,'Monthly',1,139508.3132,Non-Recyclable
2030,946.9769667,Patch Injector,Type1 Plastic,1265534.876,1,FALSE,'Yearly',1,1966354.937,Non-Recyclable
2020,177.9270466,Autoinjector,Type1 Plastic,1442936.879,0,FALSE,'Daily',1,2104974.996,Non-Recyclable
2026,294.0947774,Patch Injector,Type1 Plastic,1281970.328,0,FALSE,'Monthly',1,1723177.053,Non-Recyclable
2024,138.631774,Pen,Type2 Plastic,1093664.222,0,FALSE,'Weekly',1,1670222.727,Non-Recyclable
2021,78.06373835,Pen,Type1 Plastic,1577797.777,0,FALSE,'Monthly',1,2394338.266,Non-Recyclable
2024,260.2807448,Pen,Type2 Plastic,1360099.834,0,FALSE,'Monthly',1,1872581.129,Non-Recyclable
2017,92.70738658,Pen,Recyclable Plastic,1238169.25,0,TRUE,'Yearly',1,767773.759,Recyclable
2018,168.8107135,Pen,Type2 Plastic,1111611.964,0,FALSE,'Monthly',0,1568426.538,Non-Recyclable
2012,58.33244541,Patch Injector,Type2 Plastic,1051708.529,0,FALSE,'Weekly',1,1452086.975,Non-Recyclable
2020,146.8809566,Autoinjector,Type2 Plastic,947413.8432,0,FALSE,'Monthly',1,1183043.814,Non-Recyclable
2024,60.78810571,Patch Injector,Recyclable Plastic,790743.4426,0,TRUE,'Daily',1,509014.4356,Recyclable
2022,90.1276265,Pen,Type2 Plastic,1005418.57,0,FALSE,'Weekly',0,1246043.549,Non-Recyclable
2021,93.97947799,Patch Injector,Recyclable Plastic,210409.3888,0,TRUE,'Monthly',1,131638.5963,Recyclable
2010,50,Patch Injector,Recyclable Plastic,834856,0,TRUE,'Weekly',1,591140.4544,Recyclable
2016,53.92183389,Pen,Type1 Plastic,818121.4828,1,FALSE,'Weekly',1,1129598.866,Non-Recyclable
2026,114.038484,Autoinjector,Type1 Plastic,1467894.906,0,FALSE,'Monthly',1,2214054.201,Non-Recyclable
2014,55.69232578,Autoinjector,Recyclable Plastic,470481.9785,0,TRUE,'Monthly',1,282937.9773,Recyclable
2026,67.78646664,Patch Injector,Recyclable Plastic,994712.8716,0,TRUE,'Weekly',1,662654.0471,Recyclable
2020,298.3875283,Autoinjector,Recyclable Plastic,1247745.706,0,TRUE,'Monthly',1,802558.8157,Recyclable
2011,55.64310582,Patch Injector,Type2 Plastic,340944.835,0,FALSE,'Yearly',1,480322.2357,Non-Recyclable
2025,69.58913571,Autoinjector,Type2 Plastic,635270.0089,0,FALSE,'Monthly',1,760764.6794,Non-Recyclable
2015,70.02491008,Pen,Recyclable Plastic,576901.2353,0,TRUE,'Weekly',1,422637.294,Recyclable
2017,157.1427708,Patch Injector,Type1 Plastic,381874.16,0,FALSE,'Weekly',1,498885.7746,Non-Recyclable
2011,58.07538509,Pen,Type1 Plastic,378122.8,1,FALSE,'Weekly',1,552877.354,Non-Recyclable
2025,718.4018388,Autoinjector,Type1 Plastic,1181282.856,0,FALSE,'Monthly',1,1816723.868,Non-Recyclable
2020,203.0730636,Patch Injector,Type2 Plastic,1201023.068,0,FALSE,'Monthly',1,1655579.909,Non-Recyclable
2021,231.6219587,Patch Injector,Type1 Plastic,74409.435,0,FALSE,'Weekly',0,92417.15305,Non-Recyclable
2010,50,Autoinjector,Recyclable Plastic,882443,0,TRUE,'Yearly',1,528258.6135,Recyclable
2023,66.48015931,Patch Injector,Type1 Plastic,1095578.716,0,FALSE,'Monthly',1,1735621.135,Non-Recyclable
2020,150.1362982,Autoinjector,Type1 Plastic,1351609.854,1,FALSE,'Monthly',1,2018861.333,Non-Recyclable
2017,81.31355325,Autoinjector,Recyclable Plastic,725789.8009,0,TRUE,'Weekly',1,498302.1404,Recyclable
2028,118.8726026,Pen,Recyclable Plastic,931920.619,0,TRUE,'Daily',1,593711.6407,Recyclable
2015,107.343441,Pen,Type2 Plastic,304528.2339,0,FALSE,'Yearly',1,506328.6404,Non-Recyclable
2023,194.9635029,Autoinjector,Type1 Plastic,505123.737,1,FALSE,'Yearly',1,693412.9775,Non-Recyclable
2016,77.3750783,Patch Injector,Type1 Plastic,435811.7689,0,FALSE,'Weekly',1,591834.9573,Non-Recyclable
2020,234.6852242,Patch Injector,Type1 Plastic,221029.4789,0,FALSE,'Weekly',1,306595.3881,Non-Recyclable
2029,77.65528933,Patch Injector,Type2 Plastic,1375493.977,1,FALSE,'Weekly',1,1975240.535,Non-Recyclable
2012,50.09412318,Pen,Type2 Plastic,261652.4661,0,FALSE,'Weekly',1,387682.5773,Non-Recyclable
2021,149.1181315,Autoinjector,Type2 Plastic,610460.5159,0,FALSE,'Monthly',0,892051.0133,Non-Recyclable
2030,1087.785072,Patch Injector,Type1 Plastic,256840.3085,0,FALSE,'Monthly',1,347465.3029,Non-Recyclable
2026,81.2884179,Patch Injector,Recyclable Plastic,331357.2601,0,TRUE,'Monthly',1,254944.2066,Recyclable
2024,228.0986455,Patch Injector,Recyclable Plastic,1567336.174,0,TRUE,'Monthly',0,1161050.811,Recyclable
2021,105.8168353,Autoinjector,Type1 Plastic,326790.6721,0,FALSE,'Weekly',1,442757.3188,Non-Recyclable
2016,116.0994501,Autoinjector,Recyclable Plastic,1186011.27,0,TRUE,'Monthly',0,821650.9058,Recyclable
2025,584.6116602,Patch Injector,Type2 Plastic,1323698.356,0,FALSE,'Monthly',1,1718739.913,Non-Recyclable
2027,80.58220421,Patch Injector,Type2 Plastic,823561.8091,1,FALSE,'Monthly',1,1056823.755,Non-Recyclable
2026,499.0681637,Patch Injector,Type1 Plastic,524218.5674,1,FALSE,'Yearly',1,672676.2241,Non-Recyclable
2014,65.11026281,Pen,Type2 Plastic,259562.4061,0,FALSE,'Weekly',1,358245.4512,Non-Recyclable
2017,81.52267331,Autoinjector,Type2 Plastic,1015960.926,0,FALSE,'Weekly',1,1281805.004,Non-Recyclable
2017,77.73276645,Patch Injector,Recyclable Plastic,1086063.001,0,TRUE,'Daily',1,745559.4685,Recyclable
2024,473.992069,Pen,Recyclable Plastic,152279.8751,0,TRUE,'Monthly',1,108184.7446,Recyclable
2023,155.3249824,Pen,Type1 Plastic,1132231.276,0,FALSE,'Monthly',1,1549659.078,Non-Recyclable
2028,71.48872877,Pen,Type2 Plastic,1633382.062,0,FALSE,'Monthly',1,2158285.959,Non-Recyclable
2019,249.4443937,Pen,Type2 Plastic,1239636.664,0,FALSE,'Yearly',0,1914596.349,Non-Recyclable
2016,87.52904367,Pen,Recyclable Plastic,1136481.109,0,TRUE,'Yearly',1,685736.4985,Recyclable
2023,108.7770206,Patch Injector,Recyclable Plastic,1475666.93,0,TRUE,'Weekly',1,1186007.47,Recyclable
2010,50,Patch Injector,Recyclable Plastic,955059,0,TRUE,'Weekly',0,617435.6278,Recyclable
2020,244.1072754,Patch Injector,Type1 Plastic,287536.9473,0,FALSE,'Weekly',1,447954.8499,Non-Recyclable
2015,80.9170183,Autoinjector,Type2 Plastic,411436.9362,0,FALSE,'Yearly',1,579168.4659,Non-Recyclable
2026,262.6879049,Patch Injector,Type2 Plastic,1165744.715,0,FALSE,'Yearly',1,1544536.758,Non-Recyclable
2018,53.71080233,Pen,Recyclable Plastic,686460.7647,1,TRUE,'Weekly',0,566410.728,Recyclable
2013,70.41623415,Patch Injector,Type2 Plastic,688884.3312,0,FALSE,'Monthly',1,976199.426,Non-Recyclable
2030,70.78375584,Pen,Type2 Plastic,221793.2803,0,FALSE,'Weekly',1,297950.5896,Non-Recyclable
2016,137.1871072,Autoinjector,Type2 Plastic,78243.69508,0,FALSE,'Monthly',1,114115.0338,Non-Recyclable
2022,92.94120491,Patch Injector,Type1 Plastic,152074.7757,0,FALSE,'Monthly',1,201387.3693,Non-Recyclable
2012,51.6646635,Autoinjector,Recyclable Plastic,478545.0114,0,TRUE,'Monthly',1,314920.4572,Recyclable
2027,123.4686169,Patch Injector,Recyclable Plastic,839688.9875,1,TRUE,'Monthly',1,614007.392,Recyclable
2014,72.52227785,Pen,Recyclable Plastic,103697.84,0,TRUE,'Daily',1,67422.73658,Recyclable
2023,58.33104945,Autoinjector,Recyclable Plastic,337706.1439,1,TRUE,'Weekly',1,272440.3478,Recyclable
2026,52.34514132,Pen,Recyclable Plastic,1125357.984,0,TRUE,'Monthly',0,743521.0093,Recyclable
2017,82.60843978,Autoinjector,Recyclable Plastic,111102.1207,0,TRUE,'Monthly',1,66769.95988,Recyclable
2028,881.7625622,Autoinjector,Type2 Plastic,1443307.128,0,FALSE,'Monthly',1,2062973.213,Non-Recyclable
2029,195.3943823,Patch Injector,Type2 Plastic,805985.5957,0,FALSE,'Weekly',1,1095227.605,Non-Recyclable
2026,822.6237115,Autoinjector,Type2 Plastic,1672310.014,0,FALSE,'Weekly',1,2319390.972,Non-Recyclable
2012,70.50264782,Patch Injector,Type1 Plastic,281290.3516,0,FALSE,'Monthly',1,402485.8151,Non-Recyclable
2026,147.0303561,Pen,Type1 Plastic,38305.71307,0,FALSE,'Weekly',0,51206.52979,Non-Recyclable
2016,93.48050889,Autoinjector,Type2 Plastic,911263.0337,0,FALSE,'Daily',1,1364343.358,Non-Recyclable
2030,80.43954963,Pen,Recyclable Plastic,2199220.314,0,TRUE,'Monthly',1,1482513.479,Recyclable
2013,70.26699603,Patch Injector,Type1 Plastic,857806.588,1,FALSE,'Monthly',0,1273293.254,Non-Recyclable
2021,173.9489943,Pen,Type1 Plastic,429669.8181,0,FALSE,'Yearly',1,556082.6015,Non-Recyclable
2010,50,Autoinjector,Type2 Plastic,569673,0,FALSE,'Monthly',0,874611.2418,Non-Recyclable
2019,54.37149879,Autoinjector,Type2 Plastic,466367.8631,0,FALSE,'Weekly',1,630045.0012,Non-Recyclable
2012,63.6524609,Patch Injector,Type1 Plastic,418886.5937,0,FALSE,'Monthly',0,603219.135,Non-Recyclable
2017,169.9743625,Autoinjector,Recyclable Plastic,1233968.269,0,TRUE,'Yearly',1,746870.9565,Recyclable
2016,122.9232712,Autoinjector,Type1 Plastic,889421.5268,0,FALSE,'Monthly',1,1404092.468,Non-Recyclable
2024,206.4546981,Patch Injector,Type2 Plastic,1186561.483,0,FALSE,'Daily',1,1812138.446,Non-Recyclable
2023,70.8210043,Patch Injector,Type1 Plastic,1226964.018,1,FALSE,'Monthly',0,1719050.589,Non-Recyclable
2026,146.5443599,Patch Injector,Type2 Plastic,1299188.788,1,FALSE,'Weekly',1,2068958.436,Non-Recyclable
2015,120.4166642,Pen,Type2 Plastic,1068548.672,0,FALSE,'Weekly',1,1403395.591,Non-Recyclable
2021,69.47802231,Autoinjector,Recyclable Plastic,661955.2659,1,TRUE,'Yearly',1,472216.8304,Recyclable
2028,140.168508,Patch Injector,Type1 Plastic,1364446.768,0,FALSE,'Weekly',1,1926619.071,Non-Recyclable
2014,90.73457237,Autoinjector,Recyclable Plastic,1176221.641,0,TRUE,'Monthly',0,813789.4001,Recyclable
2021,200.4025527,Pen,Type2 Plastic,765728.6039,0,FALSE,'Monthly',1,1108565.593,Non-Recyclable
2019,66.40954396,Pen,Type1 Plastic,273322.6182,0,FALSE,'Weekly',1,429321.7656,Non-Recyclable
